RUN,CAR_TYPE,HAS_PARKED,A,B,C,D,E,F,G,H,I,J,K
[14],['A'],[True],[83.35995695237281],[96.83810223842796],[123.27125575974354],[129.57767247287399],[132.07286770292873],[132.07286770292873],[543.2090643799701],[546.428421398134],[546.428421398134],[553.8478710772728],[567.3260163633279]
[14],['A'],[True],[21.658725835165978],[38.82843368235764],[43.90743036557867],[49.66679301620874],[53.19292812761441],[53.19292812761441],[546.2638900142152],[550.1504164312516],[550.1504164312516],[556.8593380841744],[574.0290459313661]
[14],['B'],[True],[301.58759812872086],[331.5661955468539],[331.5661955468539],[338.1384984018465],[341.95212381076095],[341.95212381076095],[547.5373010627516],[550.2311130817413],[550.2311130817413],[554.3765154669602],[584.3551128850933]
[14],['B'],[False],[437.44285177144667],[475.83632952323484],[475.83632952323484],[481.0342558413293],[484.2541103366822],[493.1683426142244],[549.8076835450522],[553.1636675471206],[553.1636675471206],[558.8983956913451],[597.2918734431332]
[14],['A'],[True],[18.443737106188742],[34.65619245059501],[40.383716487759905],[47.168382996812575],[50.39715325261785],[50.39715325261785],[577.2269203615537],[580.2549864308731],[580.2549864308731],[585.9712676985184],[602.1837230429247]
[14],['A'],[True],[51.944623896006746],[65.79894221722853],[73.1563255972895],[78.03031981723298],[81.85499447136924],[81.85499447136924],[585.5854613173229],[588.6745756863864],[588.6745756863864],[593.3680353843802],[607.2223537056019]
[14],['A'],[True],[76.74242031221863],[97.03810050388296],[123.85690410968388],[128.33913308860437],[130.70175854214168],[130.70175854214168],[577.9766294525859],[581.260633027769],[581.260633027769],[587.3633782232652],[607.6590584149295]
[14],['B'],[True],[474.85396395994303],[509.45180685648626],[509.45180685648626],[514.6857091865837],[517.6185179941345],[517.6185179941345],[568.7862407139747],[571.218129755297],[571.218129755297],[576.9710591472864],[611.5689020438297]
[14],['A'],[True],[2.668737379213182],[27.18027078993508],[31.87441089106766],[37.95219509767911],[41.81638738680732],[41.81638738680732],[582.3468271761583],[585.3929455675558],[585.3929455675558],[591.8438483992436],[616.3553818099655]
[14],['A'],[True],[73.01084860501638],[107.33895399992878],[146.0716040965874],[152.45311976735144],[155.79227194774703],[155.79227194774703],[575.0459371042163],[577.577883130518],[577.577883130518],[583.5918626641998],[617.9199680591122]
[14],['A'],[True],[4.46524855344613],[25.30583501480709],[28.299600221130156],[35.36367174489687],[37.826278336167064],[37.826278336167064],[586.9924244461644],[590.1021468171903],[591.8438483992436],[598.5233841152167],[619.3639705765777]
[14],['A'],[True],[3.766645016937488],[28.773777399953623],[34.519086127359216],[42.023818204610095],[44.75558980158953],[44.75558980158953],[586.6186544724119],[589.4824778629619],[589.4824778629619],[595.0030065418426],[620.0101389248588]
[14],['A'],[True],[85.94410755243587],[100.76168001664112],[133.6088246686841],[139.36537417172053],[142.88687982934155],[142.88687982934155],[598.5744347588845],[601.634994336393],[601.634994336393],[605.9643914815916],[620.7819639457969]
[14],['A'],[True],[79.49064660684027],[93.57915151892816],[114.09622987593893],[118.88238381936719],[122.76558091537801],[122.76558091537801],[598.2928403188746],[601.6394815950356],[602.1643675437897],[607.511080803123],[621.5995857152109]
[14],['A'],[True],[62.663747307663904],[92.86961948534196],[113.89818249890149],[118.75690716774832],[121.97791586211376],[121.97791586211376],[585.4275344904103],[588.2224577203978],[588.2224577203978],[595.4017078691655],[625.6075800468436]
[14],['A'],[True],[32.742127559405915],[54.134214027425784],[60.990862368881714],[65.54370427437148],[69.30463954008238],[69.30463954008238],[596.4066818929256],[599.558078640965],[599.7206348541943],[604.8685399781934],[626.2606264462133]
[14],['B'],[False],[349.93085738915954],[381.16264292849513],[381.16264292849513],[388.1453843971051],[391.1730725181815],[402.0373254557649],[590.2806930374675],[593.6634342333066],[593.6634342333066],[599.7206348541943],[630.9524203935298]
[14],['A'],[True],[75.47608328509487],[108.97453573267026],[148.42378659628315],[152.9767387324479],[155.76390709450493],[155.76390709450493],[592.6457182834808],[595.2435980508264],[595.4017078691655],[602.1643675437897],[635.662819991365]
[14],['A'],[True],[33.990446122319646],[50.08787659570926],[54.854786226173445],[60.57403591059054],[64.34278740349926],[64.34278740349926],[611.5494289860919],[615.0057215330557],[615.0057215330557],[620.6624936884728],[636.7599241618624]
[14],['A'],[True],[35.846760115790296],[73.81394179270563],[84.06027683753518],[89.62987917872843],[92.31168827060344],[92.31168827060344],[591.4679231859976],[594.284818846919],[595.0030065418426],[599.8680186940564],[637.8352003709717]
[14],['A'],[True],[72.1223835417422],[96.18679584724173],[120.38675753066259],[126.78725479131784],[129.93667213796877],[129.93667213796877],[606.1934076088407],[610.0172717917638],[610.0172717917638],[615.4369341038749],[639.5013464093745]
[14],['A'],[True],[65.73323690400815],[86.39542803428168],[98.25896111173093],[104.41847764535213],[108.03686835574197],[108.03686835574197],[613.681551039805],[616.1465291864561],[616.1465291864561],[621.6567757568121],[642.3189668870856]
[14],['A'],[True],[56.08765996314822],[87.90756096619845],[105.6847376313573],[110.8721944595429],[114.83565347107685],[114.83565347107685],[606.3913123041746],[609.8522926111788],[609.8522926111788],[614.3386664976232],[646.1585675006734]
[14],['B'],[False],[236.17232617588556],[257.0211773566532],[257.0211773566532],[262.1892887490072],[264.3367249356202],[273.60408742332214],[617.9937288036631],[621.154747384663],[621.154747384663],[627.4590752005125],[648.3079263812801]
[14],['A'],[True],[41.32079011779301],[67.90631748302144],[76.22688518897057],[82.1165898421239],[85.21609202407478],[85.21609202407478],[613.9833580817466],[617.5234048444883],[617.5234048444883],[622.4745816774325],[649.060109042661]
[14],['A'],[True],[50.595500645329494],[72.81314140307975],[82.33310789709795],[87.5674415752168],[90.3751995377767],[90.3751995377767],[618.8576111120805],[622.4282461616825],[622.4282461616825],[627.0139566636],[649.2315974213502]
[14],['B'],[False],[461.87906586886606],[473.7950375089629],[473.7950375089629],[478.3942546853041],[480.7500753388807],[488.588884395627],[628.6196793606939],[631.0514019651987],[633.3404877769455],[638.9170756261262],[650.833047266223]
[14],['A'],[True],[48.692452342165524],[79.87958919961193],[89.62987917872843],[93.78005843153008],[96.03444230129251],[96.03444230129251],[612.9380073373022],[615.8961831181676],[615.8961831181676],[620.9053594265908],[652.0924962840372]
[14],['A'],[True],[19.76736701073555],[40.05142971539259],[44.61155661861225],[49.44418604393014],[52.67217761822561],[52.67217761822561],[624.9481570945602],[627.9342131587138],[627.9342131587138],[633.3404877769455],[653.6245504816025]
[14],['A'],[True],[42.42828326174363],[63.83525150061299],[72.58083896503716],[78.01135001219902],[80.98400516115902],[80.98400516115902],[626.0104866806078],[628.7689890906917],[628.7689890906917],[633.1064977994791],[654.5134660383485]
[14],['A'],[True],[2.148887226837845],[23.09905998313459],[23.09905998313459],[28.299600221130156],[31.433477629248685],[31.433477629248685],[624.4963464060361],[628.1474394673098],[628.1474394673098],[633.9734224682916],[654.9235952245883]
[14],['A'],[True],[34.052159017017985],[50.38230836356266],[55.45048089352088],[60.990862368881714],[64.19145798089984],[64.19145798089984],[627.7773474010561],[631.5257516393325],[633.8970958783542],[640.5815158388459],[656.9116651853906]
[14],['A'],[True],[37.05427029468047],[52.21200908897129],[58.815322462444],[63.99850101816441],[66.71127785427399],[66.71127785427399],[631.7213537938746],[634.5175104466348],[638.9561729252213],[645.2471504848478],[660.4048892791386]
[14],['A'],[True],[23.087646617577168],[45.87487732012869],[49.25566269775089],[54.854786226173445],[57.202609029031],[57.202609029031],[628.9157947842972],[630.9530507354932],[633.1064977994791],[638.9561729252213],[661.7434036277728]
[14],['A'],[True],[39.90477841635513],[62.03197513493408],[70.79502863699882],[76.22688518897057],[79.77345614756935],[79.77345614756935],[630.3118499013771],[633.3236301488204],[633.9734224682916],[641.2117097346029],[663.3389064531818]
[14],['A'],[True],[69.8094894950926],[86.97372728190507],[103.60745481902805],[108.75200535108054],[112.3432876156794],[112.3432876156794],[633.2508453150193],[635.832306131038],[641.2117097346029],[646.4907514453655],[663.654989232178]
[14],['B'],[False],[453.7684055593509],[467.7714285539409],[467.7714285539409],[473.9093711406663],[477.4352155036933],[484.4012935630377],[632.2801116450123],[635.9577885431215],[645.2471504848478],[650.7565802047169],[664.7596031993069]
[14],['A'],[True],[0],[32.1706462660154],[37.95219509767911],[43.90743036557867],[46.894467147023654],[46.894467147023654],[624.5145583262091],[626.7857503869645],[626.7857503869645],[633.8970958783542],[666.0677421443696]
[14],['A'],[True],[13.108232460837755],[30.292738749720773],[35.36367174489687],[40.383716487759905],[43.40367717044842],[43.40367717044842],[634.692675081498],[637.5120131641307],[646.2040136330797],[651.2319447614607],[668.4164510503437]
[14],['A'],[True],[85.03097895217104],[102.59828776434045],[135.6958745196453],[142.4254977750867],[145.35670845481036],[145.35670845481036],[635.5225538770906],[638.4276255903987],[646.4907514453655],[651.236433739584],[668.8037425517533]
[14],['A'],[True],[82.77411015416618],[97.96996539958604],[126.78725479131784],[133.6088246686841],[136.55024387944061],[136.55024387944061],[640.1822704278698],[643.3495154145045],[651.2319447614607],[656.4013507173902],[671.5972059628101]
[14],['A'],[True],[60.93393676780145],[70.67923907776614],[78.03031981723298],[84.06027683753518],[87.2146015656475],[87.2146015656475],[643.7186598541507],[646.3295760454934],[656.4013507173902],[662.7220908572123],[672.467393167177]
[14],['A'],[True],[70.63424384008164],[86.55051159198933],[103.09233489265503],[109.05962230839934],[112.37800373511607],[112.37800373511607],[642.0818183692833],[644.8025197699372],[651.236433739584],[657.8096888369639],[673.7259565888716]
[14],['A'],[True],[27.9620536132038],[57.07203526294561],[63.99850101816441],[69.97103191541183],[73.1125987570449],[73.1125987570449],[630.9337912551679],[633.6323264182545],[638.9170756261262],[646.4981599027744],[675.6081415525163]
[14],['A'],[True],[47.305973718063896],[59.93701929986029],[66.00499051357332],[70.79502863699882],[74.04443604425343],[74.04443604425343],[644.4048138788951],[647.3677450876806],[657.8096888369639],[663.4158826301503],[676.0469282119467]
[14],['A'],[True],[39.94985040111806],[53.709165555360386],[60.57403591059054],[66.00499051357332],[69.44157406663903],[69.44157406663903],[644.2899242873283],[646.7717444323887],[657.605811590681],[664.5408897694168],[678.3002049236592]
[14],['A'],[True],[53.7028382407449],[82.39694494008117],[97.86496908210673],[103.09233489265503],[106.09495532595018],[106.09495532595018],[638.2460428260341],[640.4915361351719],[646.4981599027744],[652.339317981074],[681.0334246804102]
[14],['B'],[False],[369.6897145220335],[384.07648252099654],[384.07648252099654],[390.6784084425167],[394.2974722591487],[404.1937616847074],[644.9693413429711],[647.4661330065951],[661.8798136013788],[667.1463563930264],[681.5331243919894]
[14],['A'],[True],[34.69039428687631],[75.08545130734564],[87.05343857262936],[91.7571025651763],[94.53953952140095],[94.53953952140095],[631.9814545785167],[634.6666848896294],[640.5815158388459],[646.2040136330797],[686.5990706535491]
[14],['A'],[True],[61.054813633586214],[90.68199436537495],[109.05962230839934],[113.89818249890149],[117.11834909833198],[117.11834909833198],[642.5025343090281],[645.3692755374556],[652.339317981074],[657.605811590681],[687.2329923224697]
[14],['A'],[True],[67.55950729863783],[94.37519277545135],[118.88238381936719],[123.85690410968388],[126.60423902201296],[126.60423902201296],[643.4247477336625],[646.0733714669431],[655.796066870232],[661.8798136013788],[688.6954990781924]
[14],['A'],[True],[14.260802168427045],[34.05400386654121],[38.682675468747895],[44.61155661861225],[47.41527328936343],[47.41527328936343],[649.6748287861784],[653.0410461490833],[664.5408897694168],[669.9157652072577],[689.7089669053719]
[14],['A'],[True],[43.9922830752385],[66.09337781563946],[75.42501325261804],[80.53957702752145],[82.83729545282885],[82.83729545282885],[645.1298022114009],[647.8959808892394],[662.7220908572123],[668.0582010706057],[690.1592958110067]
[14],['A'],[True],[70.95708414587838],[105.36371335523323],[142.4254977750867],[148.42378659628315],[150.7011527179484],[150.7011527179484],[639.3005431605388],[642.8482375999841],[650.7565802047169],[655.796066870232],[690.2026960795869]
[14],['A'],[True],[72.9619562817931],[87.8108528996384],[104.41847764535213],[109.08699807393636],[112.18097722846619],[112.18097722846619],[661.8778362567833],[664.8737356201715],[674.0668649888637],[678.7734890604779],[693.6223856783232]
[14],['A'],[True],[5.103380010066567],[27.672482370386856],[33.2728598547462],[38.682675468747895],[41.10125643820961],[41.10125643820961],[649.9664125087228],[653.7246179164422],[668.0582010706057],[674.0668649888637],[696.6359673491839]
[14],['A'],[True],[13.511751743989791],[38.826644483285705],[42.023818204610095],[49.25566269775089],[52.27891149595417],[52.27891149595417],[650.4460214426106],[653.0508659175603],[667.1463563930264],[672.1101469673687],[697.4250397066646]
[14],['A'],[True],[76.48819189054869],[104.19267577886299],[138.7264331839328],[146.44600641930612],[148.7365840337328],[148.7365840337328],[647.3247305514028],[650.3593715554111],[663.4158826301503],[670.0065308090516],[697.7110146973658]
[14],['A'],[False],[119.87323519871748],[134.85766493598848],[179.45959038710288],[186.42097594015644],[188.95017645516754],[200.2450701116772],[664.4715639407068],[667.5091917437945],[677.5466650944308],[683.0090368401691],[697.9934665774401]
[14],['A'],[True],[52.103263929631375],[74.26099350575709],[86.38646105716926],[92.89766895288244],[95.46825963019484],[95.46825963019484],[662.0528487431814],[664.2598119084292],[672.1101469673687],[677.5466650944308],[699.7043946705564]
[14],['A'],[True],[21.80129913928374],[43.012802037538165],[47.168382996812575],[52.450088871808205],[55.17583838671623],[55.17583838671623],[662.7166040284402],[666.510773114159],[674.3919495610935],[681.3220694604981],[702.5335723587525]
[14],['A'],[False],[92.35318473904132],[121.92302509354678],[167.82509948823886],[173.4642081933366],[176.66684258544763],[184.39607195823118],[655.9572861264071],[658.2196762262308],[669.9157652072577],[674.3919495610935],[703.961789915599]
[14],['A'],[True],[47.997214234202175],[72.22805367066067],[82.1165898421239],[87.05343857262936],[90.15515807311495],[90.15515807311495],[663.8219033903447],[666.5960098669141],[675.5230569798696],[680.5495595342594],[704.7803989707179]
[14],['A'],[True],[58.13789455917493],[80.51043356737276],[92.96095737103342],[97.86496908210673],[99.9925297648621],[99.9925297648621],[664.6771067909198],[668.1978898969822],[678.7734890604779],[684.7176318891719],[707.0901708973697]
[14],['A'],[True],[58.57792267170923],[80.13682243050135],[91.7571025651763],[98.09703131349275],[101.2281702918763],[101.2281702918763],[667.8928065574307],[671.2155649903488],[680.5495595342594],[685.88157228143],[707.4404720402221]
[14],['B'],[False],[460.9772343892217],[492.9241510330122],[492.9241510330122],[498.8821139586194],[502.3456210743927],[511.43631125357956],[660.8653732909494],[664.0399880210456],[670.0065308090516],[675.5230569798696],[707.46997362366]
[14],['A'],[True],[4.800207566264686],[21.27459919229933],[21.27459919229933],[27.986885154612864],[30.943675834675762],[30.943675834675762],[673.2806336396128],[676.2982288466951],[689.3861731630101],[693.9873080652139],[710.4616996912486]
[14],['B'],[True],[558.5116107572171],[579.8556426215778],[579.8556426215778],[584.019908839762],[587.8211174295026],[587.8211174295026],[669.7483685073163],[673.3871526992441],[684.7176318891719],[690.803130214444],[712.1471620788046]
[14],['A'],[True],[22.296422539859424],[47.0680288218784],[49.66679301620874],[55.45048089352088],[57.77784947607224],[57.77784947607224],[668.8243637068862],[671.958062774717],[681.3220694604981],[687.527257245403],[712.298863527422]
[14],['A'],[False],[118.04104506946243],[142.64252357560133],[190.0198167966318],[195.21356300197965],[198.55076613151294],[205.9093002540964],[670.6120209572131],[673.0141252305026],[683.0090368401691],[689.3861731630101],[713.987651669149]
[14],['A'],[True],[59.863310571292814],[81.47017654418607],[93.78005843153008],[98.62683905884819],[101.78030107958831],[101.78030107958831],[670.9745617783645],[674.3925594261076],[687.527257245403],[694.7341007960905],[716.3409667689838]
[14],['A'],[True],[6.609487220056828],[21.986869792680068],[21.986869792680068],[29.785203895990016],[33.205110515463645],[33.205110515463645],[686.9072721718151],[689.7356889734372],[698.9194985916255],[703.8762132159515],[719.2535957885747]
[14],['A'],[True],[67.46047611525479],[86.41686835135884],[98.62683905884819],[105.6847376313573],[108.77713908674943],[108.77713908674943],[688.7185067144818],[691.2396885054496],[700.7546456736811],[706.8672567676327],[725.8236490037368]
[14],['B'],[False],[450.67319767389506],[482.8082856629978],[482.8082856629978],[488.4592053024045],[492.20274836238326],[498.68423271817676],[675.1561655607392],[678.0532551074338],[690.803130214444],[695.667299657775],[727.8023876468776]
[14],['A'],[True],[76.78014885491567],[97.95566320037209],[124.58402766583006],[131.3110184787616],[134.53725015902802],[134.53725015902802],[690.4251570799752],[692.9252307307551],[700.8624155662404],[707.0850875180379],[728.2606018634943]
[14],['A'],[True],[74.50819096572336],[92.1417277966442],[110.8721944595429],[117.22798858893354],[119.69351719490271],[119.69351719490271],[693.7495328970621],[697.1560572323035],[706.8672567676327],[712.1203500405821],[729.753886871503]
[14],['A'],[True],[77.73294551709394],[108.83943243786386],[148.3273481725368],[154.52395336496318],[156.9532775891787],[156.9532775891787],[675.3087298694763],[678.2973659342767],[693.9873080652139],[698.9194985916255],[730.0259855123954]
[14],['A'],[True],[74.89439679231513],[109.461951731301],[152.20477706660935],[158.37753836414333],[161.61139135271242],[161.61139135271242],[673.5663545974403],[677.2156735149111],[690.5982906036102],[695.5846504138763],[730.1522053528621]
[14],['A'],[True],[79.83861859465394],[100.02644458135165],[131.3110184787616],[135.94809384760853],[138.9752853299064],[138.9752853299064],[696.3818636960345],[699.6924197832456],[707.0850875180379],[712.5597174027225],[732.7475433894202]
[14],['A'],[True],[99.3539865560974],[108.7356575942587],[146.44600641930612],[152.20477706660935],[155.27597413426642],[155.27597413426642],[705.770946401278],[707.9893421454966],[718.3943568865392],[723.6192386664485],[733.0009097046097]
[14],['A'],[True],[17.334501459869774],[51.02019120732925],[57.26727823739853],[62.00604539244745],[65.05921629485428],[65.05921629485428],[675.3234571645559],[678.8953470748141],[694.7341007960905],[700.7546456736811],[734.4403354211406]
[14],['A'],[True],[41.146224561987985],[75.758213145915],[87.5674415752168],[92.96095737103342],[96.19159269650916],[96.19159269650916],[679.113016751346],[681.7000647922496],[695.667299657775],[700.8581641835823],[735.4701527675093]
[14],['A'],[False],[113.15071901555312],[159.55456682367128],[198.82559738893275],[203.94132118506198],[206.18564168608785],[219.47762284906236],[671.3314955343112],[674.2688093987598],[685.88157228143],[690.5982906036102],[737.0021384117283]
[14],['A'],[True],[79.6165688876079],[99.59748494047845],[129.57767247287399],[135.6958745196453],[138.6345322391772],[138.6345322391772],[701.0298028050429],[704.5187573947392],[712.5597174027225],[719.3971626811052],[739.3780787339757]
[14],['A'],[True],[44.13805417975675],[70.90652852749193],[80.53957702752145],[86.38646105716926],[89.42315975742964],[89.42315975742964],[699.0442580542633],[702.3937577573748],[709.0307805439301],[713.6973649786278],[740.4658393263629]
[14],['A'],[True],[69.16974890810644],[94.1083616148201],[118.75690716774832],[124.58402766583006],[128.24847463899926],[128.24847463899926],[702.3736844769279],[705.2811763577092],[713.6973649786278],[718.9134120869495],[743.8520247936632]
[14],['A'],[True],[95.1451682179992],[130.748305900202],[174.33133379090702],[179.45959038710288],[181.7899940220366],[181.7899940220366],[690.1212535824039],[692.7811308106052],[700.8581641835823],[708.2869849146425],[743.8901225968453]
[14],['A'],[True],[39.70589975015062],[68.39076226155306],[78.01135001219902],[82.33310789709795],[85.33497153062206],[85.33497153062206],[697.2948762070691],[699.8426210959835],[708.2869849146425],[715.5775742600326],[744.2624367714351]
[14],['A'],[False],[104.03470886637855],[124.98356569089532],[170.4932909522006],[175.6932834906562],[178.54302534524948],[185.6272690675723],[707.7257467674381],[710.6092773606832],[719.3971626811052],[724.4176474838088],[745.3665043083255]
[14],['A'],[True],[55.57153247026704],[60.30985005665926],[68.1732205927904],[73.1563255972895],[76.12522579546501],[76.12522579546501],[721.069189888336],[724.743101963667],[734.9646504207269],[741.7881678159151],[746.5264854023073]
[14],['A'],[False],[111.80873755626631],[135.26107630446043],[180.60903762148084],[185.57839015914337],[188.09685835471157],[199.20831744598465],[707.3739805157442],[710.5123055546097],[718.9134120869495],[723.3853798399995],[746.8377185881936]
[14],['A'],[True],[85.17937040201232],[109.62371407994365],[152.45311976735144],[157.2354941351476],[160.18606381759642],[160.18606381759642],[704.6087332967178],[707.8957862320567],[715.5775742600326],[722.529662378566],[746.9740060564973]
[14],['B'],[True],[522.4972634144714],[535.6107172948103],[535.6107172948103],[540.3630857646192],[542.8735267603797],[542.8735267603797],[713.8454602052518],[716.666364887561],[728.8434409185076],[734.9216139675623],[748.0350678479012]
[14],['A'],[True],[86.07310071678558],[100.3347053682891],[133.57866948942672],[138.7264331839328],[141.60852096938277],[141.60852096938277],[712.6551778769414],[715.6688231778217],[728.1152325810208],[734.9646504207269],[749.2262550722304]
[14],['A'],[True],[99.24286871222671],[115.13179636307112],[154.52395336496318],[162.11145590585343],[165.78665691097254],[165.78665691097254],[713.1286563051481],[716.0310825668703],[728.5775691602554],[734.1340602020555],[750.0229878528999]
[14],['A'],[True],[75.01401705048426],[103.66505945503451],[135.94809384760853],[141.87872901127852],[144.30645064042585],[144.30645064042585],[709.2984610196268],[712.3523389151617],[723.3853798399995],[728.1152325810208],[756.766274985571]
[14],['A'],[True],[32.51834314254617],[49.548185478973934],[53.87975629473661],[58.815322462444],[61.49544702439725],[61.49544702439725],[715.5923498819042],[718.8099486780625],[734.1340602020555],[739.9558435062437],[756.9856858426715]
[14],['A'],[True],[95.72557575015074],[116.87759794322457],[157.2354941351476],[162.29508575977218],[165.6719422223716],[165.6719422223716],[714.7829432885231],[717.4474473038189],[730.7485586981929],[736.5033442803082],[757.6553664733821]
[14],['A'],[False],[112.51555145734],[142.92425547601692],[191.1474702865592],[196.9272622853423],[199.64908986442822],[209.76168580868398],[707.9573481855056],[710.9788248505228],[722.529662378566],[728.8434409185076],[759.2521449371845]
[14],['B'],[True],[421.3182889273256],[452.87320548482313],[452.87320548482313],[458.4677823814079],[461.2927015975383],[461.2927015975383],[709.2119116356473],[712.9087013867705],[723.6192386664485],[728.5775691602554],[760.1324857177528]
[14],['A'],[True],[87.85188818325454],[104.93434629473508],[141.87872901127852],[148.3273481725368],[151.24222121747857],[151.24222121747857],[726.6768588707008],[729.7438312828863],[739.9558435062437],[746.1523682785116],[763.2348263899921]
[14],['B'],[True],[457.3829206187265],[468.87829556358156],[468.87829556358156],[473.98275854991664],[476.3358299628119],[476.3358299628119],[744.4752625752292],[747.0357540724838],[749.1630684344757],[754.7107604867009],[766.206135431556]
[14],['A'],[True],[42.76287099750407],[59.58174262505247],[65.54370427437148],[72.58083896503716],[75.96981625651968],[75.96981625651968],[737.4639487076802],[740.2472609577452],[746.4773544663387],[751.5987943783496],[768.417666005898]
[14],['A'],[False],[115.03111079131473],[133.19272220096207],[179.2118157140432],[186.63131677866096],[189.83201194856846],[198.92606021405953],[735.7154277511779],[738.7825086097439],[746.1523682785116],[751.1535778273823],[769.3151892370296]
[14],['A'],[False],[99.56372858522347],[123.3500691286733],[169.41516959939662],[174.33133379090702],[177.11823585263957],[184.5397379425548],[730.6698909210157],[732.7515237408018],[740.8783105191486],[746.4773544663387],[770.2636950097885]
[14],['A'],[True],[66.26288118206978],[88.95921946515162],[108.75200535108054],[114.09622987593893],[116.68280452346664],[116.68280452346664],[734.6697791899562],[736.9929214034985],[744.1356192355294],[749.1630684344757],[771.8594067175575]
[14],['A'],[False],[91.50947016626314],[119.59803637005525],[159.31806186280804],[164.9705972052685],[168.1995478580677],[182.369440940213],[722.5253591462829],[725.7521253539022],[736.5033442803082],[744.1356192355294],[772.2241854393214]
[14],['A'],[True],[59.03611994927853],[84.75775545255422],[98.09703131349275],[103.60745481902805],[105.83009649706295],[105.83009649706295],[743.7921928152483],[746.162574139569],[747.3349492213497],[752.3023830152446],[778.0240185185203]
[14],['A'],[False],[102.64591625451496],[141.07528249798258],[186.7449751862507],[192.70221796331606],[195.84558239931602],[203.48564409509981],[719.6582236652331],[723.0502258329653],[734.9216139675623],[740.8783105191486],[779.3076767626162]
[14],['A'],[True],[81.63180759440269],[93.92912186008239],[117.22798858893354],[123.27125575974354],[125.83997742815167],[125.83997742815167],[758.7407838535166],[762.1393751511398],[762.1393751511398],[767.7162818111645],[780.0135960768442]
[14],['A'],[True],[69.86386414715192],[91.74741327015028],[109.08699807393636],[114.46132030004787],[117.52518372238436],[117.52518372238436],[748.9690094088998],[752.6519469532761],[754.7107604867009],[759.6763530502818],[781.5599021732802]
[14],['A'],[False],[94.15336709857071],[121.30367813151929],[164.9705972052685],[170.4932909522006],[173.91021684917908],[182.02131738863403],[744.2831850650552],[747.1718595405605],[751.1535778273823],[756.6663157880688],[783.8166268210174]
[14],['A'],[False],[107.91871782043668],[128.36743431499352],[173.4642081933366],[180.60903762148084],[183.61696648739087],[193.63611684145107],[757.936203701214],[760.3988919046647],[760.3988919046647],[765.4907138848836],[785.9394303794404]
[14],['A'],[True],[69.17408375512439],[110.64062872696634],[152.9767387324479],[159.31806186280804],[162.4940656087967],[162.4940656087967],[746.8385817004116],[750.6355761559498],[752.3023830152446],[757.2893786136774],[798.7559235855193]
[14],['A'],[False],[85.99740804580516],[128.5059963888353],[173.67323501742496],[179.2118157140432],[182.31765052386905],[195.17852371821954],[745.937408577292],[749.303972039982],[751.5987943783496],[758.6467279877304],[801.1553163307606]
[14],['A'],[True],[117.45783503331238],[139.01762274916015],[186.63131677866096],[192.53858400592972],[195.53940800604101],[195.53940800604101],[769.549541320532],[772.9332217541316],[772.9332217541316],[779.672413632936],[801.2322013487837]
[14],['A'],[True],[71.62651288844872],[93.80844360850975],[114.46132030004787],[120.38675753066259],[123.01532240110983],[123.01532240110983],[771.1200566383158],[774.3644722135966],[774.3644722135966],[779.6095546476355],[801.7914853676965]
[14],['A'],[False],[105.82373334300263],[134.90858848410707],[180.5262135881044],[186.7449751862507],[189.60756134106776],[197.2527054927457],[766.0391218738594],[768.6833014857536],[768.6833014857536],[773.6429157597736],[802.727770900878]
[14],['A'],[False],[100.82493853869168],[120.09562148694016],[162.11145590585343],[166.91407419229694],[169.21319023082918],[175.3826107898768],[778.1566228319876],[781.0677870869802],[781.0677870869802],[785.8241296689864],[805.0948126172349]
[14],['B'],[True],[663.0901877371891],[694.0598730224069],[703.8762132159515],[709.0307805439301],[711.9664925457713],[711.9664925457713],[777.5303658694663],[780.7009125047334],[780.7009125047334],[786.2341242283021],[817.2038095135199]
[14],['B'],[True],[669.5910019598391],[680.96455934218],[695.5846504138763],[700.8624155662404],[703.9019289081517],[703.9019289081517],[798.5195573170322],[801.987794246433],[801.987794246433],[806.5215743296986],[817.8951317120395]
[14],['A'],[False],[106.07097614508884],[121.66470921849753],[166.91407419229694],[173.67323501742496],[176.58830536889627],[185.22249494801366],[798.908596389841],[802.3829108253049],[802.3829108253049],[807.6890635918014],[823.2827966652101]
[14],['A'],[False],[84.65879113264612],[132.26270987416166],[175.6932834906562],[180.5262135881044],[183.37241443521773],[192.71972029844494],[777.5318145718592],[780.6421725693167],[780.6421725693167],[786.042870705803],[833.6467894473186]
[14],['A'],[True],[42.49076167234604],[80.27217586897828],[92.89766895288244],[98.25896111173093],[101.44271019732099],[101.44271019732099],[786.85656144367],[790.5723127439886],[790.5723127439886],[797.5246219789337],[835.306036175566]
[14],['A'],[False],[95.89252484726627],[120.53828515741178],[162.29508575977218],[167.82509948823886],[170.74796387266713],[179.02575518466946],[817.4985880110131],[820.6888036346774],[820.6888036346774],[827.664841577106],[852.3106018872516]
[14],['B'],[True],[749.6061259947516],[764.654382549256],[764.654382549256],[771.1836565603828],[774.8534027783681],[774.8534027783681],[829.8131160794397],[832.0586185024748],[832.0586185024748],[838.4764372452117],[853.5246937997161]
[14],['A'],[False],[112.26999425479349],[137.65492711284992],[186.42097594015644],[191.1474702865592],[193.67211903591493],[204.43188986320305],[824.177431678175],[827.1198270046876],[827.1198270046876],[832.1402645328512],[857.5251973909077]
